"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
236763,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
233336,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era B","Tercera B"
217616,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
232806,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
232806,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
236449,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
183119,"Consultor","4.8.","Obras Sanitarias","2da","Segunda"
236449,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
248955,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
248955,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
248715,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
248715,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
207182,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
207182,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
250370,"Sin Registro","0","Sin Especialidad","no existe","no existe"
254618,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
221772,"Contratista O. Mayores","10 O.C.","Fundaciones","3","Tercera"
250721,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
250721,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
250721,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
253328,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
257713,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
257713,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
257713,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
257814,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
257814,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
221772,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
257154,"Sin Registro","0","Sin Especialidad","no existe","no existe"
221772,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3","Tercera"
259021,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
260194,"Sin Registro","0","Sin Especialidad","no existe","no existe"
259021,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
257421,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
262589,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
262589,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
262882,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
227211,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
224036,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
225430,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
225594,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
213297,"Sin Registro","0","Sin Especialidad","no existe","no existe"
227074,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
233236,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
233528,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
232624,"Consultor","3.1.","Mecanica de Suelos y de Rocas","2da","Segunda"
233236,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
232260,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
230702,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
230702,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
232260,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
231838,"Contratista O. Menores","18 O.M.","Seguridad Vial","A","A"
236027,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
235268,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
235169,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
236027,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
231869,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
231685,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
246383,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era B","Tercera B"
246383,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era B","Tercera B"
236984,"Sin Registro","0","Sin Especialidad","no existe","no existe"
238150,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
238150,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
213649,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
213649,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
232424,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
232881,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
291790,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
292022,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
292022,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
289832,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
301426,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
301777,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
249123,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
249123,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","1era","Primera"
263184,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
264025,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
268304,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
270059,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
264025,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
267783,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
267783,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
264105,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
268296,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
271628,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
268296,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
271628,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
271628,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
271058,"Contratista O. Menores","20 O.M.","Hormigón Marítimo","A a S","A Superior"
271058,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A a S","A Superior"
270341,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
270341,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
264314,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
262892,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
262892,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
263587,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
263587,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
263587,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","1era","Primera"
271760,"Sin Registro","0","Sin Especialidad","no existe","no existe"
263756,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
270445,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
263518,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
274343,"Sin Registro","0","Sin Especialidad","no existe","no existe"
269944,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
265211,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era B","Tercera B"
261947,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
261947,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
270594,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
270595,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
271566,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
271566,"Consultor","8.3.","Catastros","1era","Primera"
271566,"Consultor","8.5.","Ingenieria de Sistemas,  Computacion e Informatica","1era","Primera"
273178,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era B","Tercera B"
263561,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
263561,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
276733,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
274339,"Consultor","4.8.","Obras Sanitarias","2da","Segunda"
270866,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
270866,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
273879,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
273879,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
273879,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
279351,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
279351,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
283927,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
281340,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
283597,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
281066,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
281956,"Sin Registro","0","Sin Especialidad","no existe","no existe"
284690,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
283476,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
283211,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
277887,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
282506,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
287210,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
281872,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
283586,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
283586,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
283546,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
288488,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
288002,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era B","Tercera B"
288488,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
288488,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A a S","A Superior"
278431,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
278431,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
289729,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
288237,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
289018,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
290437,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
286986,"Sin Registro","0","Sin Especialidad","no existe","no existe"
290426,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
289745,"Sin Registro","0","Sin Especialidad","no existe","no existe"
284973,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
291603,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
288135,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
291003,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
290121,"Sin Registro","0","Sin Especialidad","no existe","no existe"
291811,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
291788,"Contratista O. Menores","2 O.M.","Excavaciones con Explosivos","B","B"
290768,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
290768,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
290768,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
290019,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
290019,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
292773,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
298537,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
290280,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A a S","A Superior"
300766,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
290373,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
291644,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
293202,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
289747,"Sin Registro","0","Sin Especialidad","no existe","no existe"
291644,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
297518,"Sin Registro","0","Sin Especialidad","no existe","no existe"
300535,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
265339,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
265339,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","1era","Primera"
299612,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A","A"
269439,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
269439,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
267503,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
267503,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
268448,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
263967,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
263967,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3","Tercera"
263967,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3","Tercera"
270265,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
270608,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
263679,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era A","Tercera A"
270947,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
263679,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era A","Tercera A"
270512,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
263258,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
269078,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
269078,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","2da","Segunda"
272735,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
269396,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
263886,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
291585,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
291585,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
291585,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","1era","Primera"
299114,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
300878,"Contratista O. Mayores","10 O.C.","Fundaciones","3era B","Tercera B"
300878,"Contratista O. Mayores","20 O.C.","Cierres Perimetrales y Vallados de Seguridad Vial","3","Tercera"
298795,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
297284,"Sin Registro","0","Sin Especialidad","no existe","no existe"
305194,"Sin Registro","0","Sin Especialidad","no existe","no existe"
303835,"Sin Registro","0","Sin Especialidad","no existe","no existe"
303268,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
305179,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
303268,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
292809,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
298060,"Sin Registro","0","Sin Especialidad","no existe","no existe"
304909,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
304571,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
298800,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
300179,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
300179,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
302962,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
304995,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era B","Tercera B"
304995,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era B","Tercera B"
299476,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
304184,"Sin Registro","0","Sin Especialidad","no existe","no existe"
303572,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
292618,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
305032,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
305032,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
303176,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
305181,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
301211,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A a S","A Superior"
300563,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
305553,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
305338,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
302275,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
250840,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
250840,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
250840,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
250783,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
260636,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
260636,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
223573,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
217439,"Contratista O. Mayores","8 O.C.","Sondajes y Prospecciones","3","Tercera"
225650,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
221861,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
221861,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
225485,"Sin Registro","0","Sin Especialidad","no existe","no existe"
225289,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
225644,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
226481,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","A","A"
216368,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
226007,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
226787,"Sin Registro","0","Sin Especialidad","no existe","no existe"
226802,"Sin Registro","0","Sin Especialidad","no existe","no existe"
225873,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
225873,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
228048,"Otro Registro","0","Sin Especialidad","no existe","no existe"
197015,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
233259,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
232265,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
232265,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
232389,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
227658,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","3era","Tercera"
227658,"Consultor","1.3.","De Sistemas de Transporte","3era","Tercera"
227658,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
227658,"Consultor","7.1.","Obras Viales y Aeropuertos","1a S","Primera Superior"
246095,"Sin Registro","0","Sin Especialidad","no existe","no existe"
233745,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","2da","Segunda"
226717,"Sin Registro","0","Sin Especialidad","no existe","no existe"
246872,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
246872,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
255165,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
255667,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","2da","Segunda"
255203,"Sin Registro","0","Sin Especialidad","no existe","no existe"
255667,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
256613,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
256613,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
236982,"Sin Registro","0","Sin Especialidad","no existe","no existe"
257776,"Sin Registro","0","Sin Especialidad","no existe","no existe"
224011,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A a S","A Superior"
224011,"Contratista O. Menores","14 O.M.","Montaje de Equipos Eléctricos","A a S","A Superior"
221756,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
219624,"Sin Registro","0","Sin Especialidad","no existe","no existe"
225058,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
224408,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
224409,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
225058,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
225058,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
224087,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
225256,"Otro Registro","0","Sin Especialidad","no existe","no existe"
225238,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
224861,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
224861,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
199720,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","2da","Segunda"
199720,"Contratista O. Mayores","12 O.C.","Hormigones Marítimos","2da","Segunda"
224910,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
224910,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
224910,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
232677,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
230113,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
232677,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
206042,"Consultor","4.8.","Obras Sanitarias","2da","Segunda"
237272,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","B","B"
235677,"Sin Registro","0","Sin Especialidad","no existe","no existe"
231339,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
213171,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
213171,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
236983,"Sin Registro","0","Sin Especialidad","no existe","no existe"
235918,"Consultor","4.3.","Obras Hidraulicas y de Riego","2da","Segunda"
246382,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
239025,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
239025,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
246422,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
235918,"Consultor","1.4.","De Riego y Recursos Hidricos","2da","Segunda"
246263,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
246263,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
248440,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
238025,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
250658,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
250658,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
250658,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
254207,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
259714,"Consultor","4.2.","Aeropuertos","2da","Segunda"
254656,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
260142,"Otro Registro","0","Sin Especialidad","no existe","no existe"
223413,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
223682,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
223682,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
223524,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A a S","A Superior"
221440,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
