ID;RUT;Razon Social;Fecha de actuacion (1era firma);Fecha de registro (ultima firma);Fecha de aprobacion x SII;Anio;Mes;Comuna Tributaria;Region Tributaria;Codigo de sociedad;Tipo de actuacion;Capital;Comuna Social;Region Social
33197;76303919-6;RECICLAJES GIOVANNI FRANCO JUDE VELOSO E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;EIRL;CONSTITUCIÓN;200000;TEMUCO;9
33484;76304019-4;DISTRIBUIDORA Y VENTA DE GAS ROSSANA DANIELA CORTÉS PÉREZ E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ANTOFAGASTA;2;EIRL;CONSTITUCIÓN;5000000;ANTOFAGASTA;2
33887;76304044-5;Servicios de Guardia y Seguridad Lince Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;COPIAPO;3;SRL;CONSTITUCIÓN;2000000;COPIAPO;3
33697;76304025-9;SERVICIOS Y MANTENCION ELECTRICA INDUSTRIAL GALLE LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;SRL;CONSTITUCIÓN;6000000;TEMUCO;9
33671;76304038-0;Asesorias comerciales y servicios de impresión Camila Danielle Lobos Muñoz Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA FLORIDA;13;EIRL;CONSTITUCIÓN;200000;LA FLORIDA;13
32397;76303923-4;Inmobiliaria José Juan Carlos Vera Silva  E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;EIRL;CONSTITUCIÓN;80000000;TEMUCO;9
32511;76304062-3;SOCIEDAD AGRICOLA Y GANADERA EL AROMO LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LOS ANGELES;8;SRL;CONSTITUCIÓN;7000000;LOS ANGELES;8
32925;76303917-K;SOCIEDAD COMERCIAL GUTIERREZ SEPULVEDA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CONCEPCION;8;SRL;CONSTITUCIÓN;1000000;CONCEPCION;8
28862;76304035-6;CONSTRUCCIONES Y TRANSPORTES S Y Z LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA FLORIDA;13;SRL;CONSTITUCIÓN;20000000;LA FLORIDA;13
34485;76303938-2;DISEÑO Y COMERCIALIZACIÓN DE MUEBLES MERCHANDESIGN, MASSIMO MARCELO MARCO FRASCAROLI WURTH E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;EIRL;CONSTITUCIÓN;10000000;PROVIDENCIA;13
34720;76304063-1;EMPRESA DE TRANSPORTES FELIPE IGNACIO GUAJARDO VILLARROEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;EIRL;CONSTITUCIÓN;500000;TEMUCO;9
34101;76304008-9;LISETTE ALEJANDRA SCHWARTZMANN ALDUNATE E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA FLORIDA;13;EIRL;CONSTITUCIÓN;500000;LA FLORIDA;13
34073;76303955-2;Construcciones Mediterraneo Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VITACURA;13;SRL;CONSTITUCIÓN;2000000;VITACURA;13
34230;76304064-K;Servicios de Seguridad RENÁN ROMEL ÁLAMOS CIFUENTES Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LOS ANGELES;8;EIRL;CONSTITUCIÓN;5000000;LOS ANGELES;8
33606;76304024-0;Tatiana Del Carmen Montenegro Cancino E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;MACUL;13;EIRL;CONSTITUCIÓN;100000;MACUL;13
33352;76304011-9;Organismo Técnico de Capacitación  Samuel Evaristo González Molina  Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CHILLAN;8;EIRL;CONSTITUCIÓN;300000;CHILLAN;8
32893;76304022-4;Distribuidora y Comercializadora de máquinas vending e insumos Nélida Alejandra Yáñez Castillo E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ANTOFAGASTA;2;EIRL;CONSTITUCIÓN;1000000;ANTOFAGASTA;2
33334;76303934-K;ASESORÍAS Y SERVICIOS A.R. LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CHILLAN;8;SRL;CONSTITUCIÓN;5000000;CHILLAN;8
33279;76304059-3;INMOBILIARIA FABIÁN ANDRÉS BERBELAGUA HUILCAMÁN E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;EIRL;CONSTITUCIÓN;45000000;PROVIDENCIA;13
33254;76303948-K;Importación, distribución y comercialización de productos veterinarios RetinoPet Limitada;02-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;SRL;CONSTITUCIÓN;2000000;TEMUCO;9
32033;76304058-5;forestal h & h limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;SRL;CONSTITUCIÓN;10000000;TEMUCO;9
32249;76304078-K;Sociedad de Importaciones R&R Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VIÑA DEL MAR;5;SRL;CONSTITUCIÓN;2000;VIÑA DEL MAR;5
34186;76303974-9;Asesorías e Inversiones Prodeo Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;SRL;CONSTITUCIÓN;1000000;PROVIDENCIA;13
33990;76303933-1;SOCIEDAD DRAGONA JARA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LOS ANGELES;8;SRL;CONSTITUCIÓN;6000000;LOS ANGELES;8
34051;76304053-4;TRANSPORTES BENITO DAVID JARA DROGUETT E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TEMUCO;9;EIRL;CONSTITUCIÓN;13000000;TEMUCO;9
34393;76304055-0;COMERCIAL CLAUDIO RODRIGO NERIS CALFIN  E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CONCEPCION;8;EIRL;CONSTITUCIÓN;3500000;CONCEPCION;8
34411;76304081-K;VENTA DE ROPA Y ACCESORIOS LUIGINA PRUZZO GUERRA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VIÑA DEL MAR;5;EIRL;CONSTITUCIÓN;1500000;VIÑA DEL MAR;5
34493;76303981-1;LFC LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;COLINA;13;SRL;CONSTITUCIÓN;1000000;COLINA;13
34283;76303956-0;Pastelería Fernanda Guillermina Villacura Gatica Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VIÑA DEL MAR;5;EIRL;CONSTITUCIÓN;350000;VIÑA DEL MAR;5
33807;76303941-2;Comercializadora Billy Warren Horth Muñoz E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VIÑA DEL MAR;5;EIRL;CONSTITUCIÓN;3000000;VIÑA DEL MAR;5
33598;76303997-8;ALFREDO JAVIER LEYTON MUNIZAGA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;EIRL;CONSTITUCIÓN;200000;PROVIDENCIA;13
33676;76303931-5;SOCIEDAD GASTRONOMICA Y RESTAURANT BEJEY LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LOS ANGELES;8;SRL;CONSTITUCIÓN;7000000;LOS ANGELES;8
33716;76303911-0;Publicidad Arturo Antonio Lillo Constanzo E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CONCEPCION;8;EIRL;CONSTITUCIÓN;100000;CONCEPCION;8
34655;76304013-5;Marco Antonio Escobar Donoso Servicios Oficinas Equipadas Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA FLORIDA;13;EIRL;CONSTITUCIÓN;2000000;LA FLORIDA;13
34647;76304016-K;Maria Jimena Bonilla Muriel E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;EIRL;CONSTITUCIÓN;1000000;PROVIDENCIA;13
34557;76304004-6;Z & R CLIMATIZACION LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;SRL;CONSTITUCIÓN;4500000;PROVIDENCIA;13
24460;76303976-5;Sociedad de Inversiones Inmobiliarias Check-in Chile Limitada;04-10-2013;04-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;SRL;CONSTITUCIÓN;4000000;PROVIDENCIA;13
30741;76303998-6;Issue editorial y producción publicitaria limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;SRL;CONSTITUCIÓN;500000;PROVIDENCIA;13
27119;76303921-8;SOLUCIONES EN CONSTRUCCION CONSTRUCTIVA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PROVIDENCIA;13;SRL;CONSTITUCIÓN;2000000;PROVIDENCIA;13
32846;76303928-5;Servicios Informáticos Claudio Alejandro Salazar Beltrán E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUERTO MONTT;10;EIRL;CONSTITUCIÓN;8000000;PUERTO MONTT;10
33062;76304045-3;TRANSPORTES VIDAL HERMANOS LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CHIGUAYANTE;8;SRL;CONSTITUCIÓN;5000000;CHIGUAYANTE;8
33770;76304014-3;Asesorías en Vida Saludable, Venta de suplementos deportivos. Samuel Andrés Gálvez Derpich E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUERTO MONTT;10;EIRL;CONSTITUCIÓN;1500000;PUERTO MONTT;10
33224;76304074-7;Constructora INGEATOP Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VILLA ALEMANA;5;SRL;CONSTITUCIÓN;100000;VILLA ALEMANA;5
33383;76304083-6;Consultores TauVitae Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA REINA;13;SRL;CONSTITUCIÓN;2000000;LA REINA;13
32411;76303978-1;Marketing Matías Benjamín Dewaine Muñoz Lascano E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;QUILPUE;5;EIRL;CONSTITUCIÓN;200000;QUILPUE;5
29940;76303972-2;israel ortiz limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VILLA ALEMANA;5;SRL;CONSTITUCIÓN;2300000;VILLA ALEMANA;5
34037;76303999-4;LUIS ALBERTO QUIROZ ULLOA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CALERA DE TANGO;13;EIRL;CONSTITUCIÓN;40000000;CALERA DE TANGO;13
34061;76304073-9;SERVICIOS FORESTALES Y ORNAMENTALES SANTA CAROLINA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VALDIVIA;14;SRL;CONSTITUCIÓN;4000000;VALDIVIA;14
34406;76304026-7;JULIO CÉSAR CIFUENTES NAVARRETE SERVICIOS INTEGRALES EN INFORMÁTICA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SAN JAVIER;7;EIRL;CONSTITUCIÓN;1000000;SAN JAVIER;7
34540;76304017-8;MAURICIO ANDRÉS IBARRA JARAMILLO,  ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN, E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VALDIVIA;14;EIRL;CONSTITUCIÓN;500000;VALDIVIA;14
27191;76303936-6;CONSTRUCTORA E & L  LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;QUILPUE;5;SRL;CONSTITUCIÓN;10000000;QUILPUE;5
32534;76304046-1;EMBAU Ingeniería Limitada;04-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUERTO MONTT;10;SRL;CONSTITUCIÓN;2000000;PUERTO MONTT;10
29596;76303949-8;Servicios Integrales de Informatica Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUDAHUEL;13;SRL;CONSTITUCIÓN;1500000;PUDAHUEL;13
32725;76303925-0;COMERCIALIZADORA Y DISTRIBUIDORA DE ROPA DE SEGURIDAD JOSÉ ANTONIO CUMICÁN ÁLVAREZ E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUDAHUEL;13;EIRL;CONSTITUCIÓN;100000;PUDAHUEL;13
32659;76303987-0;Desarrollo Web Vinicius Cabral Toro Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VILLARRICA;9;EIRL;CONSTITUCIÓN;100000;VILLARRICA;9
33457;76303996-K;Pairo Producciones Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUCON;9;SRL;CONSTITUCIÓN;4000000;PUCON;9
28656;76304052-6;DISTRIBUIDORA Y COMERCIALIZADORA MJ LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SAN BERNARDO;13;SRL;CONSTITUCIÓN;2000000;SAN BERNARDO;13
31230;76304002-K;VIVAL GROUP EMPRESA DE SERVICIOS TRANSITORIOS LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUENTE ALTO;13;SRL;CONSTITUCIÓN;5500000;PUENTE ALTO;13
31401;76303957-9;AGENCIA DE DISEÑO GRAFICO Y COMUNICACION AUDIOVISUAL NEXUS 3 LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUENTE ALTO;13;SRL;CONSTITUCIÓN;17000000;PUENTE ALTO;13
34080;76303932-3;San Agustín Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;BUIN;13;SRL;CONSTITUCIÓN;30000000;BUIN;13
34097;76303969-2;CENTRO DE ESTETICA JUDDY YAZMIN VILLAMIL CARDENAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUENTE ALTO;13;EIRL;CONSTITUCIÓN;5000000;PUENTE ALTO;13
34308;76304068-2;SOCIEDAD COMERCIAL LA PARCELA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VILLA ALEGRE;7;SRL;CONSTITUCIÓN;15000000;VILLA ALEGRE;7
34237;76303993-5;ecoturismo lo abarca limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CARTAGENA;5;SRL;CONSTITUCIÓN;4000000;CARTAGENA;5
34254;76304012-7;Bryan Antonio Fuenzalida Cereceda Fabricacion de Cortinas E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;RECOLETA;13;EIRL;CONSTITUCIÓN;300000;RECOLETA;13
33794;76303971-4;MANSER INDUSTRIAL LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA SERENA;4;SRL;CONSTITUCIÓN;8000000;LA SERENA;4
33765;76303962-5;EMPRESA APICOLA COMERCIAL PAOLA EDITH PIZARRO ORTEGA  EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PIRQUE;13;EIRL;CONSTITUCIÓN;1500000;PIRQUE;13
34440;76304054-2;VÍCTOR MANUEL REIMAN CAMPOS, ASESORÍA A EMPRESAS MINERAS Y VENTA DE MINERALES. REIMAN-MINERALS E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CHIGUAYANTE;8;EIRL;CONSTITUCIÓN;3000000;CHIGUAYANTE;8
34492;76303946-3;SOCIEDAD DE TRANSPORTES NUÑEZ HERMANOS LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;HIJUELAS;5;SRL;CONSTITUCIÓN;3000000;HIJUELAS;5
34534;76304021-6;CROWN FOOD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CALERA DE TANGO;13;SRL;CONSTITUCIÓN;1000000;CALERA DE TANGO;13
34563;76304065-8;Inversiones Mineras Magallanes Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LIMACHE;5;SRL;CONSTITUCIÓN;1000000;LIMACHE;5
34599;76304086-0;COMERCIAL FABIÁN JESÚS CANDIA ACUÑA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;OSORNO;10;EIRL;CONSTITUCIÓN;2000000;OSORNO;10
31097;76303912-9;SOCIEDAD COMERCIAL BARRAZA Y CABRERA LIMITADA;03-10-2013;07-10-2013;07-10-2013;2013;Octubre;LIMACHE;5;SRL;CONSTITUCIÓN;2000000;LIMACHE;5
33681;76303954-4;Constructora Paz Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;HUALPEN;8;SRL;CONSTITUCIÓN;10000000;HUALPEN;8
33617;76304072-0;Telecomunicaciones Rosalindo Morales Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;VILLA ALEMANA;5;SRL;CONSTITUCIÓN;2000000;VILLA ALEMANA;5
34100;76304001-1;ALEJANDRA DE LOURDES PUENTES SáEZ COMERCIALIZADORA DE PRODUCTOS NATURALES Y SERVICIOS DE TERAPIAS ALTERNATIVAS E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;BUIN;13;EIRL;CONSTITUCIÓN;300000;BUIN;13
34143;76304009-7;MARCELO IVÁN AYALA HERRERA, CONSTRUCTORA E INGENIERIAS, E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;RECOLETA;13;EIRL;CONSTITUCIÓN;1000000;RECOLETA;13
34473;76303926-9;AUTOMOTORA LUIS ALBERTO ANTILEF CATRIAO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;PUERTO MONTT;10;EIRL;CONSTITUCIÓN;20000000;PUERTO MONTT;10
34620;76304049-6;David Miguel Pizarro Avello, CONSTRUCTORA  E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;RECOLETA;13;EIRL;CONSTITUCIÓN;1000000;RECOLETA;13
25686;76303984-6;Sociedad Inmobiliaria Las Petras Algarrobo Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ALGARROBO;5;SRL;CONSTITUCIÓN;500000;ALGARROBO;5
34109;76304088-7;Comercializadora CyC limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;1000000;LAS CONDES;13
34022;76304066-6;Sociedad de inversiones Gallego & López Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;10000;LAS CONDES;13
34202;76303994-3;P&E Promociones y Eventos Marketing Integral Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;3000000;LAS CONDES;13
34355;76304092-5;ESCUELA DE BUCEO FERNANDO PATRICIO GANGAS BARRERA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ARICA;15;EIRL;CONSTITUCIÓN;5000000;ARICA;15
34369;76303985-4;Sociedad de Inversiones e Inmobiliaria Amapola Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
34373;76304034-8;SOCIEDAD DE SERVICIOS ANTU WALUNG LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;200000;SANTIAGO;13
34380;76304084-4;SERVICIOS MIGUEL ANGEL MUÑOZ VALENZUELA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TALCA;7;EIRL;CONSTITUCIÓN;2500000;TALCA;7
34306;76304087-9;Pizzería La Pizza Nostra Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TALCA;7;SRL;CONSTITUCIÓN;500000;TALCA;7
34409;76304057-7;Asistencia Técnica Profesional Especializada Group Chile Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;250000;SANTIAGO;13
34517;76304043-7;MARÍA EMILIA CARRILLO CASENAVE DISEÑO  E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;EIRL;CONSTITUCIÓN;300000;LAS CONDES;13
34529;76304077-1;Arenas Burgos Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;10000000;LAS CONDES;13
34670;76304056-9;Servicios y Asesorias ADSUR LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TALCA;7;SRL;CONSTITUCIÓN;2000000;TALCA;7
33332;76304047-K;INVERSIONES MANUEL EDUARDO MORALES CABELLO E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;1500000;SANTIAGO;13
33390;76303982-K;Alejandro Miguel Azaldegui Popovic creaciones de efectos especiales Empresa Individual de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;500000;SANTIAGO;13
33398;76303988-9;Planea Servicios de diseño y marketing limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ÑUÑOA;13;SRL;CONSTITUCIÓN;720000;ÑUÑOA;13
33652;76303942-0;SERVICIOS DE MANTENIMIENTO JORGE ALEJANDRO ROMÁN SILVA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ARICA;15;EIRL;CONSTITUCIÓN;500000;ARICA;15
33091;76304036-4;CORREDORES DE PROPIEDADES JORGE EDUARDO PUENTES RIVAS E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;1500000;SANTIAGO;13
33242;76304048-8;RDAT Soluciones Integrales T.I. Limitada;02-10-2013;07-10-2013;07-10-2013;2013;Octubre;ÑUÑOA;13;SRL;CONSTITUCIÓN;200000;ÑUÑOA;13
30516;76304041-0;C y M LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;5000000;LAS CONDES;13
31034;76303939-0;Decoraciones Saint George Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LA CISTERNA;13;SRL;CONSTITUCIÓN;400000;LA CISTERNA;13
31530;76304018-6;Inversiones El Morado Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;200000000;LAS CONDES;13
28962;76304033-K;PRODUCCIÓN DE EVENTOS B&M LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
29543;76303964-1;G Y C VENTAS Y SERVICIOS Limitada;13-09-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;500000;LAS CONDES;13
32403;76303916-1;SERVICIOS INFORMÁTICOS FRANCISCO JOSÉ LÓPEZ CORNEJO E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;CURICO;7;EIRL;CONSTITUCIÓN;400000;CURICO;7
33143;76304037-2;SERVICIOS Y ASESORIA,  FELIPE ANTONIO GONZÁLEZ NAVIA E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;1000000;SANTIAGO;13
33911;76303983-8;Farmacia Loreto Alejandra Formas Cifuentes E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;INDEPENDENCIA;13;EIRL;CONSTITUCIÓN;8000000;INDEPENDENCIA;13
31962;76304029-1;Sociedad Comercial Pizarro y Acevedo Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;100000;LAS CONDES;13
29525;76304006-2;CENIT INGENIERIA LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ÑUÑOA;13;SRL;CONSTITUCIÓN;10000000;ÑUÑOA;13
34180;76303977-3;Servicios Integrales de Informática Carlos Luis Ramírez Cáceres E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;500000;SANTIAGO;13
34205;76304003-8;Durán & Asociados Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
34175;76303937-4;agricola cristhian ernesto belmar castillo e.i.r.l.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ARICA;15;EIRL;CONSTITUCIÓN;3000000;ARICA;15
34039;76304039-9;VENTA AL POR MENOR DE ARTÍCULOS DE JOYERÍA, RELOJERIA, ARTESANÍA, ACCESORIOS Y OTRAS ACTIVIDADES, ANTONIA LUDGARDITT PÉREZ SANDOVAL E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;3000000;SANTIAGO;13
33884;76303947-1;SEGURIDAD, VÍCTOR ANTONIO COLLADO GONZÁLEZ  EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;EIRL;CONSTITUCIÓN;1000;SANTIAGO;13
33954;76303943-9;Pastelería y Comercializadora Tortas Hermosas María Fernanda Correa Madrid E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;EIRL;CONSTITUCIÓN;1000000;LAS CONDES;13
33983;76303991-9;Pet s Paradise y Compañía Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ÑUÑOA;13;SRL;CONSTITUCIÓN;4000000;ÑUÑOA;13
33943;76304093-3;Centro de Psicología Efectiva Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;2000000;LAS CONDES;13
33662;76304069-0;Gizadi Consultora Documental y Cultural Sociedad de Responsabilidad Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;500000;SANTIAGO;13
33503;76303913-7;PEDRO RAÚL D AGUZAN RUIZ  E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;ÑUÑOA;13;EIRL;CONSTITUCIÓN;3000000;ÑUÑOA;13
32640;76303979-K;Mauricio Andree Garrido Aguilar Servicios de Transportes, Maquinarias y Construcción E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;TALCA;7;EIRL;CONSTITUCIÓN;5000000;TALCA;7
32270;76303918-8;Linguae Mundi Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;SANTIAGO;13;SRL;CONSTITUCIÓN;1000000;SANTIAGO;13
32620;76303914-5;Multimedios Ignacio Andrés Llaña Hermosilla E.I.R.L.;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;IQUIQUE;1;EIRL;CONSTITUCIÓN;1000000;IQUIQUE;1
28763;76303944-7;Inversiones y Asesorías Bullemore y Asociados Limitada;07-10-2013;07-10-2013;07-10-2013;2013;Octubre;LAS CONDES;13;SRL;CONSTITUCIÓN;1000000;LAS CONDES;13
